2022-09-16 17:15:50.855169,INFO,orders_service.py,782,山东省,青岛市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,barcode_service.py,500,江苏省,无锡市,这里是日志信息......
2022-09-16 17:15:50.855169,WARN,base_network.py,616,安徽省,六安市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,event.py,10,上海市,杨浦区,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,event.py,37,山东省,济南市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,goods_manager.py,666,江苏省,宿迁市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,orders_service.py,659,重庆市,万州区,这里是日志信息......
2022-09-16 17:15:50.855169,WARN,user_manager.py,354,江苏省,南京市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,orders_service.py,782,湖南省,常德市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,goods_manager.py,896,北京市,朝阳区,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,orders_service.py,142,山东省,菏泽市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,barcode_service.py,178,重庆市,涪陵区,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,goods_manager.py,453,江苏省,南京市,这里是日志信息......
2022-09-16 17:15:50.855169,WARN,barcode_service.py,530,安徽省,阜阳市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,orders_service.py,649,天津市,和平区,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,shop_manager.py,560,上海市,普陀区,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,barcode_service.py,544,山东省,济南市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,orders_service.py,160,江苏省,张家港市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,event.py,900,安徽省,六安市,这里是日志信息......
2022-09-16 17:15:50.855169,WARN,goods_manager.py,9220,湖北省,武汉市,这里是日志信息......
2022-09-16 17:15:50.855169,WARN,goods_manager.py,695,湖北省,武汉市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,orders_service.py,498,广东省,深圳市,这里是日志信息......
2022-09-16 17:15:50.855169,ERROR,goods_manager.py,572,江苏省,无锡市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,base_network.py,894,广东省,广州市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,orders_service.py,277,安徽省,合肥市,这里是日志信息......
2022-09-16 17:15:50.855169,INFO,shop_manager.py,392,天津市,武清区,这里是日志信息......
